op,device,dtype,n,iters,avg_ns,bandwidth_GBs
asum,AMD Instinct MI300A,float64,1000,100,17559,0.45559876783313236
asum,AMD Instinct MI300A,float64,2000,100,14908,1.0732298247885235
asum,AMD Instinct MI300A,float64,3000,100,16580,1.4475184106247854
asum,AMD Instinct MI300A,float64,4000,100,17348,1.844549442859605
asum,AMD Instinct MI300A,float64,5000,100,18403,2.1735208647135407
asum,AMD Instinct MI300A,float64,6000,100,19177,2.502968364044234
asum,AMD Instinct MI300A,float64,7000,100,21195,2.642064018154754
asum,AMD Instinct MI300A,float64,8000,100,21009,3.046306234694096
asum,AMD Instinct MI300A,float64,9000,100,22469,3.2044049887245
asum,AMD Instinct MI300A,float64,10000,100,23376,3.422243211980589
asum,AMD Instinct MI300A,float64,11000,100,24681,3.5653960486498293
asum,AMD Instinct MI300A,float64,12000,100,26395,3.6370359369459204
asum,AMD Instinct MI300A,float64,13000,100,27829,3.7370241717191353
asum,AMD Instinct MI300A,float64,14000,100,29447,3.803411184406014
asum,AMD Instinct MI300A,float64,15000,100,31108,3.857519929715987
asum,AMD Instinct MI300A,float64,16000,100,33499,3.820975363664315
asum,AMD Instinct MI300A,float64,17000,100,34623,3.927932830038058
asum,AMD Instinct MI300A,float64,18000,100,36930,3.89924354675193
asum,AMD Instinct MI300A,float64,19000,100,39239,3.8736112020758475
asum,AMD Instinct MI300A,float64,20000,100,40933,3.908741631933833
asum,AMD Instinct MI300A,float64,21000,100,42641,3.9398044778223014
asum,AMD Instinct MI300A,float64,22000,100,44391,3.964764953640409
asum,AMD Instinct MI300A,float64,23000,100,47183,3.899629471619281
asum,AMD Instinct MI300A,float64,24000,100,48615,3.949334969016233
asum,AMD Instinct MI300A,float64,25000,100,51363,3.8938376320327333
asum,AMD Instinct MI300A,float64,26000,100,53142,3.914016582634487
asum,AMD Instinct MI300A,float64,27000,100,56505,3.822611703881384
asum,AMD Instinct MI300A,float64,28000,100,58822,3.8080666411662203
asum,AMD Instinct MI300A,float64,29000,100,61324,3.7831695916655472
asum,AMD Instinct MI300A,float64,30000,100,63522,3.7782090533445336
