op,device,dtype,n,iters,avg_ns,bandwidth_GBs
asum,NVIDIA A100-PCIE-40GB,float32,72000,100,19077,15.096555050007337
asum,NVIDIA A100-PCIE-40GB,float32,73000,100,19620,14.882241714108059
asum,NVIDIA A100-PCIE-40GB,float32,74000,100,19495,15.183014310503927
asum,NVIDIA A100-PCIE-40GB,float32,75000,100,19054,15.744494150395608
asum,NVIDIA A100-PCIE-40GB,float32,76000,100,19128,15.892192385444217
asum,NVIDIA A100-PCIE-40GB,float32,77000,100,19073,16.148109622595612
asum,NVIDIA A100-PCIE-40GB,float32,78000,100,19155,16.287979836316243
asum,NVIDIA A100-PCIE-40GB,float32,79000,100,19262,16.404659338559984
asum,NVIDIA A100-PCIE-40GB,float32,80000,100,19214,16.654184702194552
asum,NVIDIA A100-PCIE-40GB,float32,81000,100,19372,16.72482500877537
asum,NVIDIA A100-PCIE-40GB,float32,82000,100,19567,16.762223263615088
asum,NVIDIA A100-PCIE-40GB,float32,83000,100,19518,17.00932951477301
asum,NVIDIA A100-PCIE-40GB,float32,84000,100,19257,17.447946958241246
asum,NVIDIA A100-PCIE-40GB,float32,85000,100,19679,17.27693194209992
asum,NVIDIA A100-PCIE-40GB,float32,86000,100,19148,17.96475982578361
asum,NVIDIA A100-PCIE-40GB,float32,87000,100,19209,18.115913737016278
asum,NVIDIA A100-PCIE-40GB,float32,88000,100,19264,18.272301941483992
asum,NVIDIA A100-PCIE-40GB,float32,89000,100,19288,18.456688994421516
asum,NVIDIA A100-PCIE-40GB,float32,90000,100,19386,18.569508248472403
asum,NVIDIA A100-PCIE-40GB,float32,91000,100,19602,18.568605385507713
asum,NVIDIA A100-PCIE-40GB,float32,92000,100,19453,18.916651588176272
asum,NVIDIA A100-PCIE-40GB,float32,93000,100,19286,19.28815308156763
asum,NVIDIA A100-PCIE-40GB,float32,94000,100,19230,19.552629594672947
asum,NVIDIA A100-PCIE-40GB,float32,95000,100,19398,19.588961723168794
asum,NVIDIA A100-PCIE-40GB,float32,96000,100,19614,19.57738343172158
asum,NVIDIA A100-PCIE-40GB,float32,97000,100,19321,20.080882482328306
asum,NVIDIA A100-PCIE-40GB,float32,98000,100,19367,20.240281050759734
asum,NVIDIA A100-PCIE-40GB,float32,99000,100,19393,20.41881253261338
asum,NVIDIA A100-PCIE-40GB,float32,100000,100,19552,20.457961701672794
axpy,NVIDIA A100-PCIE-40GB,float32,1000,100,10325,1.1621533151391776
axpy,NVIDIA A100-PCIE-40GB,float32,2000,100,10399,2.307705621378585
axpy,NVIDIA A100-PCIE-40GB,float32,3000,100,10304,3.493629463718173
axpy,NVIDIA A100-PCIE-40GB,float32,4000,100,10249,4.683004498611196
axpy,NVIDIA A100-PCIE-40GB,float32,5000,100,10285,5.833681733770211
axpy,NVIDIA A100-PCIE-40GB,float32,6000,100,10229,7.038494700600032
axpy,NVIDIA A100-PCIE-40GB,float32,7000,100,10231,8.210124451803148
axpy,NVIDIA A100-PCIE-40GB,float32,8000,100,10779,8.905933856742488
axpy,NVIDIA A100-PCIE-40GB,float32,9000,100,10462,10.322955576881167
axpy,NVIDIA A100-PCIE-40GB,float32,10000,100,10266,11.688137125224754
axpy,NVIDIA A100-PCIE-40GB,float32,11000,100,10281,12.8388308493762
axpy,NVIDIA A100-PCIE-40GB,float32,12000,100,10645,13.52637219879634
axpy,NVIDIA A100-PCIE-40GB,float32,13000,100,10501,14.854822675315475
axpy,NVIDIA A100-PCIE-40GB,float32,14000,100,10595,15.856132028726025
axpy,NVIDIA A100-PCIE-40GB,float32,15000,100,10293,17.487341108075654
axpy,NVIDIA A100-PCIE-40GB,float32,16000,100,10748,17.863173671914904
axpy,NVIDIA A100-PCIE-40GB,float32,17000,100,10605,19.235846565835626
axpy,NVIDIA A100-PCIE-40GB,float32,18000,100,10664,20.253620334634814
axpy,NVIDIA A100-PCIE-40GB,float32,19000,100,10793,21.123217844301504
axpy,NVIDIA A100-PCIE-40GB,float32,20000,100,10620,22.597338033579646
axpy,NVIDIA A100-PCIE-40GB,float32,21000,100,10744,23.45451499413637
axpy,NVIDIA A100-PCIE-40GB,float32,22000,100,10768,24.5161086620798
axpy,NVIDIA A100-PCIE-40GB,float32,23000,100,10626,25.973170467752333
axpy,NVIDIA A100-PCIE-40GB,float32,24000,100,10288,27.992908463189327
axpy,NVIDIA A100-PCIE-40GB,float32,25000,100,10309,29.099995344000742
axpy,NVIDIA A100-PCIE-40GB,float32,26000,100,10344,30.16206308511502
axpy,NVIDIA A100-PCIE-40GB,float32,27000,100,10369,31.245539795631025
axpy,NVIDIA A100-PCIE-40GB,float32,28000,100,10502,31.991864925776017
axpy,NVIDIA A100-PCIE-40GB,float32,29000,100,10450,33.29987397720107
axpy,NVIDIA A100-PCIE-40GB,float32,30000,100,10406,34.59409594095941
axpy,NVIDIA A100-PCIE-40GB,float32,31000,100,10439,35.63334438094727
axpy,NVIDIA A100-PCIE-40GB,float32,32000,100,10401,36.917929711722884
axpy,NVIDIA A100-PCIE-40GB,float32,33000,100,10323,38.36019838809671
axpy,NVIDIA A100-PCIE-40GB,float32,34000,100,10369,39.34680447049134
axpy,NVIDIA A100-PCIE-40GB,float32,35000,100,10410,40.34535624949568
axpy,NVIDIA A100-PCIE-40GB,float32,36000,100,10392,41.56923876331515
axpy,NVIDIA A100-PCIE-40GB,float32,37000,100,10444,42.50988306909867
axpy,NVIDIA A100-PCIE-40GB,float32,38000,100,10442,43.6657805832829
axpy,NVIDIA A100-PCIE-40GB,float32,39000,100,10489,44.615704346599195
axpy,NVIDIA A100-PCIE-40GB,float32,40000,100,10711,44.81298979197437
axpy,NVIDIA A100-PCIE-40GB,float32,41000,100,10454,47.062559724970995
axpy,NVIDIA A100-PCIE-40GB,float32,42000,100,10388,48.51462465659539
axpy,NVIDIA A100-PCIE-40GB,float32,43000,100,10676,48.33153182856169
axpy,NVIDIA A100-PCIE-40GB,float32,44000,100,10460,50.477142840754176
axpy,NVIDIA A100-PCIE-40GB,float32,45000,100,10605,50.91548877454905
axpy,NVIDIA A100-PCIE-40GB,float32,46000,100,10423,52.95477067802253
axpy,NVIDIA A100-PCIE-40GB,float32,47000,100,10481,53.80816815624976
axpy,NVIDIA A100-PCIE-40GB,float32,48000,100,10604,54.3145662048357
axpy,NVIDIA A100-PCIE-40GB,float32,49000,100,10533,55.82190155219063
axpy,NVIDIA A100-PCIE-40GB,float32,50000,100,10520,57.031672539344726
axpy,NVIDIA A100-PCIE-40GB,float32,51000,100,10667,57.37003390643997
axpy,NVIDIA A100-PCIE-40GB,float32,52000,100,10502,59.41555659236548
axpy,NVIDIA A100-PCIE-40GB,float32,53000,100,10535,60.36818900178921
axpy,NVIDIA A100-PCIE-40GB,float32,54000,100,10642,60.88720551217134
axpy,NVIDIA A100-PCIE-40GB,float32,55000,100,10500,62.85349136859668
axpy,NVIDIA A100-PCIE-40GB,float32,56000,100,10942,61.41299232063431
axpy,NVIDIA A100-PCIE-40GB,float32,57000,100,10823,63.196758117180096
axpy,NVIDIA A100-PCIE-40GB,float32,58000,100,11413,60.9815399415944
axpy,NVIDIA A100-PCIE-40GB,float32,59000,100,11400,62.102593835878984
axpy,NVIDIA A100-PCIE-40GB,float32,60000,100,11219,64.1760420139155
axpy,NVIDIA A100-PCIE-40GB,float32,61000,100,11122,65.8099979052282
axpy,NVIDIA A100-PCIE-40GB,float32,62000,100,10869,68.44626967830253
axpy,NVIDIA A100-PCIE-40GB,float32,63000,100,10942,69.0911948938317
axpy,NVIDIA A100-PCIE-40GB,float32,64000,100,11008,69.76566729770681
axpy,NVIDIA A100-PCIE-40GB,float32,65000,100,10926,71.38451175739516
axpy,NVIDIA A100-PCIE-40GB,float32,66000,100,11038,71.74621407367214
axpy,NVIDIA A100-PCIE-40GB,float32,67000,100,10980,73.22270996885302
axpy,NVIDIA A100-PCIE-40GB,float32,68000,100,10979,74.32208422440898
axpy,NVIDIA A100-PCIE-40GB,float32,69000,100,10964,75.5146487474418
axpy,NVIDIA A100-PCIE-40GB,float32,70000,100,10974,76.54114223075514
axpy,NVIDIA A100-PCIE-40GB,float32,71000,100,10969,77.6711066218265
axpy,NVIDIA A100-PCIE-40GB,float32,72000,100,10982,78.66803364515253
axpy,NVIDIA A100-PCIE-40GB,float32,73000,100,11003,79.61023700403776
axpy,NVIDIA A100-PCIE-40GB,float32,74000,100,10926,81.26785170081351
axpy,NVIDIA A100-PCIE-40GB,float32,75000,100,10954,82.15914225855482
axpy,NVIDIA A100-PCIE-40GB,float32,76000,100,10944,83.33302875354987
axpy,NVIDIA A100-PCIE-40GB,float32,77000,100,11241,82.193169961065
axpy,NVIDIA A100-PCIE-40GB,float32,78000,100,10989,85.17608517608518
axpy,NVIDIA A100-PCIE-40GB,float32,79000,100,11011,86.09024946193594
axpy,NVIDIA A100-PCIE-40GB,float32,80000,100,10944,87.71569151487739
axpy,NVIDIA A100-PCIE-40GB,float32,81000,100,10883,89.30860256844925
axpy,NVIDIA A100-PCIE-40GB,float32,82000,100,11058,88.98044148405631
axpy,NVIDIA A100-PCIE-40GB,float32,83000,100,10870,91.62749192739717
axpy,NVIDIA A100-PCIE-40GB,float32,84000,100,10900,92.47027741083224
axpy,NVIDIA A100-PCIE-40GB,float32,85000,100,10883,93.71692343878631
axpy,NVIDIA A100-PCIE-40GB,float32,86000,100,11012,93.71296771352164
axpy,NVIDIA A100-PCIE-40GB,float32,87000,100,10952,95.32026788282181
axpy,NVIDIA A100-PCIE-40GB,float32,88000,100,11022,95.80681861482937
axpy,NVIDIA A100-PCIE-40GB,float32,89000,100,10940,97.61644050972599
axpy,NVIDIA A100-PCIE-40GB,float32,90000,100,11143,96.91548521006881
axpy,NVIDIA A100-PCIE-40GB,float32,91000,100,11019,99.09831423966546
axpy,NVIDIA A100-PCIE-40GB,float32,92000,100,10991,100.43832595511935
axpy,NVIDIA A100-PCIE-40GB,float32,93000,100,11389,97.98231928364038
axpy,NVIDIA A100-PCIE-40GB,float32,94000,100,11023,102.32814677194612
axpy,NVIDIA A100-PCIE-40GB,float32,95000,100,11009,103.55145144617777
axpy,NVIDIA A100-PCIE-40GB,float32,96000,100,10996,104.76517867373832
axpy,NVIDIA A100-PCIE-40GB,float32,97000,100,11318,102.8410275621022
axpy,NVIDIA A100-PCIE-40GB,float32,98000,100,10962,107.2724519600027
axpy,NVIDIA A100-PCIE-40GB,float32,99000,100,11031,107.69043893825203
axpy,NVIDIA A100-PCIE-40GB,float32,100000,100,11027,108.81797382746366
copy,NVIDIA A100-PCIE-40GB,float32,1000,100,10189,0.7851188571809914
copy,NVIDIA A100-PCIE-40GB,float32,2000,100,10226,1.5645871347911373
copy,NVIDIA A100-PCIE-40GB,float32,3000,100,10211,2.350339673048165
copy,NVIDIA A100-PCIE-40GB,float32,4000,100,10359,3.088850793062441
copy,NVIDIA A100-PCIE-40GB,float32,5000,100,10446,3.8289383502636225
copy,NVIDIA A100-PCIE-40GB,float32,6000,100,10394,4.617822292729527
copy,NVIDIA A100-PCIE-40GB,float32,7000,100,10351,5.410005999310224
copy,NVIDIA A100-PCIE-40GB,float32,8000,100,10481,6.106211830212964
copy,NVIDIA A100-PCIE-40GB,float32,9000,100,10245,7.027544068557597
copy,NVIDIA A100-PCIE-40GB,float32,10000,100,10211,7.834404198457209
copy,NVIDIA A100-PCIE-40GB,float32,11000,100,10378,8.479010114110134
copy,NVIDIA A100-PCIE-40GB,float32,12000,100,10255,9.360867284353896
copy,NVIDIA A100-PCIE-40GB,float32,13000,100,10305,10.091649645094149
copy,NVIDIA A100-PCIE-40GB,float32,14000,100,10376,10.794140323824209
copy,NVIDIA A100-PCIE-40GB,float32,15000,100,10409,11.527587919472113
copy,NVIDIA A100-PCIE-40GB,float32,16000,100,10363,12.351480681994726
copy,NVIDIA A100-PCIE-40GB,float32,17000,100,10299,13.20469116072148
copy,NVIDIA A100-PCIE-40GB,float32,18000,100,10524,13.682490213218806
copy,NVIDIA A100-PCIE-40GB,float32,19000,100,10349,14.68689851353127
copy,NVIDIA A100-PCIE-40GB,float32,20000,100,10286,15.554563952103608
copy,NVIDIA A100-PCIE-40GB,float32,21000,100,10536,15.944815751959409
copy,NVIDIA A100-PCIE-40GB,float32,22000,100,10252,17.16684613823993
copy,NVIDIA A100-PCIE-40GB,float32,23000,100,10248,17.9545126325609
copy,NVIDIA A100-PCIE-40GB,float32,24000,100,10288,18.66090511221327
copy,NVIDIA A100-PCIE-40GB,float32,25000,100,10319,19.381516429226938
copy,NVIDIA A100-PCIE-40GB,float32,26000,100,10390,20.018748327760807
copy,NVIDIA A100-PCIE-40GB,float32,27000,100,10440,20.688644520238952
copy,NVIDIA A100-PCIE-40GB,float32,28000,100,10371,21.597938939541198
copy,NVIDIA A100-PCIE-40GB,float32,29000,100,10432,22.239178530757165
copy,NVIDIA A100-PCIE-40GB,float32,30000,100,10446,22.9733442201459
copy,NVIDIA A100-PCIE-40GB,float32,31000,100,10288,24.1039970841939
copy,NVIDIA A100-PCIE-40GB,float32,32000,100,10336,24.76629230223003
copy,NVIDIA A100-PCIE-40GB,float32,33000,100,10361,25.478420067730134
copy,NVIDIA A100-PCIE-40GB,float32,34000,100,10337,26.3107747459124
copy,NVIDIA A100-PCIE-40GB,float32,35000,100,10386,26.957888889209816
copy,NVIDIA A100-PCIE-40GB,float32,36000,100,10594,27.182812911458594
copy,NVIDIA A100-PCIE-40GB,float32,37000,100,10378,28.519262545825924
copy,NVIDIA A100-PCIE-40GB,float32,38000,100,10411,29.19828613744133
copy,NVIDIA A100-PCIE-40GB,float32,39000,100,10441,29.87996299481506
copy,NVIDIA A100-PCIE-40GB,float32,40000,100,10439,30.65228052967141
copy,NVIDIA A100-PCIE-40GB,float32,41000,100,10413,31.497484522539423
copy,NVIDIA A100-PCIE-40GB,float32,42000,100,10878,30.886128543287
copy,NVIDIA A100-PCIE-40GB,float32,43000,100,10410,33.04435532287889
copy,NVIDIA A100-PCIE-40GB,float32,44000,100,10401,33.84081740956234
copy,NVIDIA A100-PCIE-40GB,float32,45000,100,10486,34.33096576821258
copy,NVIDIA A100-PCIE-40GB,float32,46000,100,10523,34.969852756014006
copy,NVIDIA A100-PCIE-40GB,float32,47000,100,10895,34.51061017695866
copy,NVIDIA A100-PCIE-40GB,float32,48000,100,10526,36.47988144038532
copy,NVIDIA A100-PCIE-40GB,float32,49000,100,10495,37.350799278519766
copy,NVIDIA A100-PCIE-40GB,float32,50000,100,10508,38.06478626622512
copy,NVIDIA A100-PCIE-40GB,float32,51000,100,10469,38.97194306657612
copy,NVIDIA A100-PCIE-40GB,float32,52000,100,10593,39.26980812545194
copy,NVIDIA A100-PCIE-40GB,float32,53000,100,10671,39.73281555727148
copy,NVIDIA A100-PCIE-40GB,float32,54000,100,10595,40.77318030806403
copy,NVIDIA A100-PCIE-40GB,float32,55000,100,10962,40.13565852581726
copy,NVIDIA A100-PCIE-40GB,float32,56000,100,10698,41.875812044904336
copy,NVIDIA A100-PCIE-40GB,float32,57000,100,10772,42.33051779691934
copy,NVIDIA A100-PCIE-40GB,float32,58000,100,10764,43.103368193801664
copy,NVIDIA A100-PCIE-40GB,float32,59000,100,11172,42.246776669396596
copy,NVIDIA A100-PCIE-40GB,float32,60000,100,10714,44.798184180267896
copy,NVIDIA A100-PCIE-40GB,float32,61000,100,10652,45.80998244576492
copy,NVIDIA A100-PCIE-40GB,float32,62000,100,11179,44.36866784863844
copy,NVIDIA A100-PCIE-40GB,float32,63000,100,11032,45.68507213074633
copy,NVIDIA A100-PCIE-40GB,float32,64000,100,10777,47.507877771138226
copy,NVIDIA A100-PCIE-40GB,float32,65000,100,10821,48.05390909309336
copy,NVIDIA A100-PCIE-40GB,float32,66000,100,10827,48.76535000221661
copy,NVIDIA A100-PCIE-40GB,float32,67000,100,11218,47.7769458409099
copy,NVIDIA A100-PCIE-40GB,float32,68000,100,11152,48.77965673109945
copy,NVIDIA A100-PCIE-40GB,float32,69000,100,11223,49.18212443612071
copy,NVIDIA A100-PCIE-40GB,float32,70000,100,11005,50.883556615225814
copy,NVIDIA A100-PCIE-40GB,float32,71000,100,10822,52.48538633125302
copy,NVIDIA A100-PCIE-40GB,float32,72000,100,10764,53.50817625370308
copy,NVIDIA A100-PCIE-40GB,float32,73000,100,11384,51.297591911845444
copy,NVIDIA A100-PCIE-40GB,float32,74000,100,10903,54.29568771174859
copy,NVIDIA A100-PCIE-40GB,float32,75000,100,10873,55.18012632570254
copy,NVIDIA A100-PCIE-40GB,float32,76000,100,10997,55.28287921963852
copy,NVIDIA A100-PCIE-40GB,float32,77000,100,10899,56.514020706517
copy,NVIDIA A100-PCIE-40GB,float32,78000,100,10855,57.48344126832055
copy,NVIDIA A100-PCIE-40GB,float32,79000,100,10769,58.68228556360064
copy,NVIDIA A100-PCIE-40GB,float32,80000,100,11122,57.539313286276965
copy,NVIDIA A100-PCIE-40GB,float32,81000,100,10824,59.86264847876816
copy,NVIDIA A100-PCIE-40GB,float32,82000,100,11147,58.846747281926156
copy,NVIDIA A100-PCIE-40GB,float32,83000,100,11187,59.35046988768102
copy,NVIDIA A100-PCIE-40GB,float32,84000,100,11132,60.363962355164674
copy,NVIDIA A100-PCIE-40GB,float32,85000,100,11039,61.59654624541876
copy,NVIDIA A100-PCIE-40GB,float32,86000,100,10849,63.414112589544786
copy,NVIDIA A100-PCIE-40GB,float32,87000,100,10864,64.06432942320012
copy,NVIDIA A100-PCIE-40GB,float32,88000,100,11172,63.0098855708257
copy,NVIDIA A100-PCIE-40GB,float32,89000,100,10801,65.91695389609008
copy,NVIDIA A100-PCIE-40GB,float32,90000,100,10788,66.7388434899966
copy,NVIDIA A100-PCIE-40GB,float32,91000,100,10830,67.2203729437999
copy,NVIDIA A100-PCIE-40GB,float32,92000,100,10854,67.80497961244295
copy,NVIDIA A100-PCIE-40GB,float32,93000,100,11222,66.2939709910414
copy,NVIDIA A100-PCIE-40GB,float32,94000,100,10838,69.38114235312787
copy,NVIDIA A100-PCIE-40GB,float32,95000,100,10902,69.70750364588588
copy,NVIDIA A100-PCIE-40GB,float32,96000,100,11013,69.73184112035824
copy,NVIDIA A100-PCIE-40GB,float32,97000,100,10901,71.18586850428949
copy,NVIDIA A100-PCIE-40GB,float32,98000,100,10863,72.1714587656103
copy,NVIDIA A100-PCIE-40GB,float32,99000,100,10831,73.12215924565999
copy,NVIDIA A100-PCIE-40GB,float32,100000,100,11014,72.63271813421073
dot,NVIDIA A100-PCIE-40GB,float32,1000,100,16215,0.49335846994737714
dot,NVIDIA A100-PCIE-40GB,float32,2000,100,15669,1.0210899752577134
dot,NVIDIA A100-PCIE-40GB,float32,3000,100,15891,1.5102071123203955
dot,NVIDIA A100-PCIE-40GB,float32,4000,100,16087,1.9891417723501834
dot,NVIDIA A100-PCIE-40GB,float32,5000,100,16144,2.4776270279377224
dot,NVIDIA A100-PCIE-40GB,float32,6000,100,16121,2.9773627389256063
dot,NVIDIA A100-PCIE-40GB,float32,7000,100,16511,3.3915365416865266
dot,NVIDIA A100-PCIE-40GB,float32,8000,100,16084,3.9789142413422867
dot,NVIDIA A100-PCIE-40GB,float32,9000,100,16079,4.477648140190188
dot,NVIDIA A100-PCIE-40GB,float32,10000,100,15867,5.041752008823066
dot,NVIDIA A100-PCIE-40GB,float32,11000,100,16205,5.430332231428418
dot,NVIDIA A100-PCIE-40GB,float32,12000,100,16061,5.9771932719218235
dot,NVIDIA A100-PCIE-40GB,float32,13000,100,15970,6.511961659573429
dot,NVIDIA A100-PCIE-40GB,float32,14000,100,16031,6.986171746299668
dot,NVIDIA A100-PCIE-40GB,float32,15000,100,16206,7.404541575575379
dot,NVIDIA A100-PCIE-40GB,float32,16000,100,15925,8.037565572092568
dot,NVIDIA A100-PCIE-40GB,float32,17000,100,16096,8.448868503922823
dot,NVIDIA A100-PCIE-40GB,float32,18000,100,16120,8.932476063755548
dot,NVIDIA A100-PCIE-40GB,float32,19000,100,15870,9.577499932264391
dot,NVIDIA A100-PCIE-40GB,float32,20000,100,16226,9.860140075614948
dot,NVIDIA A100-PCIE-40GB,float32,21000,100,16043,10.471661067236791
dot,NVIDIA A100-PCIE-40GB,float32,22000,100,16374,10.748163804459145
dot,NVIDIA A100-PCIE-40GB,float32,23000,100,16287,11.296764152420362
dot,NVIDIA A100-PCIE-40GB,float32,24000,100,16453,11.669008571859214
dot,NVIDIA A100-PCIE-40GB,float32,25000,100,16368,12.218568191523612
dot,NVIDIA A100-PCIE-40GB,float32,26000,100,16276,12.779113031254761
dot,NVIDIA A100-PCIE-40GB,float32,27000,100,16231,13.307867660649375
dot,NVIDIA A100-PCIE-40GB,float32,28000,100,16274,13.763829883978287
dot,NVIDIA A100-PCIE-40GB,float32,29000,100,16237,14.28759701093617
dot,NVIDIA A100-PCIE-40GB,float32,30000,100,16328,14.698452069266455
dot,NVIDIA A100-PCIE-40GB,float32,31000,100,16261,15.25078314001326
dot,NVIDIA A100-PCIE-40GB,float32,32000,100,16386,15.622320634705595
dot,NVIDIA A100-PCIE-40GB,float32,33000,100,16399,16.0981597486248
dot,NVIDIA A100-PCIE-40GB,float32,34000,100,16351,16.635037670409755
dot,NVIDIA A100-PCIE-40GB,float32,35000,100,16479,16.990579937037765
dot,NVIDIA A100-PCIE-40GB,float32,36000,100,16419,17.539884967587753
dot,NVIDIA A100-PCIE-40GB,float32,37000,100,16783,17.635917213668073
dot,NVIDIA A100-PCIE-40GB,float32,38000,100,16389,18.548800429551168
dot,NVIDIA A100-PCIE-40GB,float32,39000,100,17072,18.274618312338998
dot,NVIDIA A100-PCIE-40GB,float32,40000,100,16433,19.4722177091301
dot,NVIDIA A100-PCIE-40GB,float32,41000,100,16436,19.9559751718465
dot,NVIDIA A100-PCIE-40GB,float32,42000,100,16510,20.35077220884011
dot,NVIDIA A100-PCIE-40GB,float32,43000,100,16546,20.789756935106343
dot,NVIDIA A100-PCIE-40GB,float32,44000,100,16537,21.284366391017997
dot,NVIDIA A100-PCIE-40GB,float32,45000,100,16513,21.800384776791308
